line_number,keep,technique,angle,technique_key,angle_key,record_reference_key,target_technique_key,url,title,segment_start_s,segment_end_s,command
109,yes,jab,front_uppercut_correctly_xkeo7x,jab,front_uppercut_correctly_xkeo7x,jab__front_uppercut_correctly_xkeo7x,jab,https://www.youtube.com/watch?v=xKeO7XwlrCI,How To Uppercut In Boxing Correctly,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=xKeO7XwlrCI"" --record-reference ""jab__front_uppercut_correctly_xkeo7x"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
110,yes,jab,front_2_ways_punch_faster_uc5sse,jab,front_2_ways_punch_faster_uc5sse,jab__front_2_ways_punch_faster_uc5sse,jab,https://www.youtube.com/watch?v=Uc5SseMvnho,2 Ways To Punch Faster,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=Uc5SseMvnho"" --record-reference ""jab__front_2_ways_punch_faster_uc5sse"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
111,yes,jab,front_throw_boxer_boxingtraining_boxinglife_gdme8w,jab,front_throw_boxer_boxingtraining_boxinglife_gdme8w,jab__front_throw_boxer_boxingtraining_boxinglife_gdme8w,jab,https://www.youtube.com/watch?v=GdMe8Wre-Lc,How to throw the Perfect Jab 📝🥊 #shorts #boxing #boxer #boxingtraining  #boxinglife #naoyainoue,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=GdMe8Wre-Lc"" --record-reference ""jab__front_throw_boxer_boxingtraining_boxinglife_gdme8w"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
112,yes,jab,front_dmitry_bivol_39_s_6bvdmj,jab,front_dmitry_bivol_39_s_6bvdmj,jab__front_dmitry_bivol_39_s_6bvdmj,jab,https://www.youtube.com/watch?v=6bVdmjKm2VE,Dmitry Bivol&#39;s Secret Jab Technique,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=6bVdmjKm2VE"" --record-reference ""jab__front_dmitry_bivol_39_s_6bvdmj"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
113,yes,jab,front_beginner_muay_thai_combo_ifqrfa,jab,front_beginner_muay_thai_combo_ifqrfa,jab__front_beginner_muay_thai_combo_ifqrfa,jab,https://www.youtube.com/watch?v=IFQrFAdDpOk,Beginner Muay Thai Combo (know this one!),,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=IFQrFAdDpOk"" --record-reference ""jab__front_beginner_muay_thai_combo_ifqrfa"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
114,yes,jab,front_slip_punches_boxingtechnique_fighttips_rj5qs4,jab,front_slip_punches_boxingtechnique_fighttips_rj5qs4,jab__front_slip_punches_boxingtechnique_fighttips_rj5qs4,jab,https://www.youtube.com/watch?v=rJ5QS4QtRQc,How to slip punches 🥊🔥#boxing #boxingtechnique #fighttips #selfdefence #boxeo,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=rJ5QS4QtRQc"" --record-reference ""jab__front_slip_punches_boxingtechnique_fighttips_rj5qs4"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
116,yes,jab,front_muay_thai_basics_aka_pvs7r1,jab,front_muay_thai_basics_aka_pvs7r1,jab__front_muay_thai_basics_aka_pvs7r1,jab,https://www.youtube.com/watch?v=pvS7R1HfArk,Muay Thai Basics: Jab - AKA Techniques,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=pvS7R1HfArk"" --record-reference ""jab__front_muay_thai_basics_aka_pvs7r1"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
117,yes,jab,left45_southpaws_beware_boxingtraining_learntobox_bdrj9n,jab,left45_southpaws_beware_boxingtraining_learntobox_bdrj9n,jab__left45_southpaws_beware_boxingtraining_learntobox_bdrj9n,jab,https://www.youtube.com/watch?v=BdRJ9nleV7U,Southpaws BEWARE!!⚠️🥊 #tutorial #boxing #boxingtraining #learntobox #boxingtutorial #viral #shorts,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=BdRJ9nleV7U"" --record-reference ""jab__left45_southpaws_beware_boxingtraining_learntobox_bdrj9n"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
118,yes,jab,front_muay_thai_defending_jean_gxoqnw,jab,front_muay_thai_defending_jean_gxoqnw,jab__front_muay_thai_defending_jean_gxoqnw,jab,https://www.youtube.com/watch?v=gXoqnWkvo70,Boxing for Muay Thai - Defending the Jab with Jean-Charles Skarbowsky,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=gXoqnWkvo70"" --record-reference ""jab__front_muay_thai_defending_jean_gxoqnw"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
119,yes,jab,lead_side_slip_skill_super_slick_ebciic,jab,lead_side_slip_skill_super_slick_ebciic,jab__lead_side_slip_skill_super_slick_ebciic,jab,https://www.youtube.com/watch?v=EBCiIc-A22k,How to slip boxing skill - super-slick slipping punches,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=EBCiIc-A22k"" --record-reference ""jab__lead_side_slip_skill_super_slick_ebciic"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
120,yes,jab,front_ham_bade_ho_jayenge_ssm_z8,jab,front_ham_bade_ho_jayenge_ssm_z8,jab__front_ham_bade_ho_jayenge_ssm_z8,jab,https://www.youtube.com/watch?v=Ssm-Z8EUsB8,Jab ham bade ho jayenge ✨#class#shortvideo#shorts#trendingshorts#viralvideo#subscribe#like#doraemon,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=Ssm-Z8EUsB8"" --record-reference ""jab__front_ham_bade_ho_jayenge_ssm_z8"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
121,yes,jab,front_master_art_punching_effective_wjr8ej,jab,front_master_art_punching_effective_wjr8ej,jab__front_master_art_punching_effective_wjr8ej,jab,https://www.youtube.com/watch?v=wjr8EJHGGMY,Master the Art of Punching with Effective Head Movement #boxingtechnique #boxingtips,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=wjr8EJHGGMY"" --record-reference ""jab__front_master_art_punching_effective_wjr8ej"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
122,yes,jab,front_101_jabbing_lennox_lewis_rfuava,jab,front_101_jabbing_lennox_lewis_rfuava,jab__front_101_jabbing_lennox_lewis_rfuava,jab,https://www.youtube.com/watch?v=RFUAVaeEd4I,Boxing 101: Jabbing - How To Jab By Lennox Lewis #boxing #boxer #fighter #fight #training #knockout,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=RFUAVaeEd4I"" --record-reference ""jab__front_101_jabbing_lennox_lewis_rfuava"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
123,yes,jab,front_difference_between_block_parry_ujagjf,jab,front_difference_between_block_parry_ujagjf,jab__front_difference_between_block_parry_ujagjf,jab,https://www.youtube.com/watch?v=uJAgJfjvICM,The Difference Between Block and Parry in Boxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=uJAgJfjvICM"" --record-reference ""jab__front_difference_between_block_parry_ujagjf"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
124,yes,jab,front_do_kickboxing_lessons_7pgegc,jab,front_do_kickboxing_lessons_7pgegc,jab__front_do_kickboxing_lessons_7pgegc,jab,https://www.youtube.com/watch?v=7PGEGcTHHmg,How to Do a Jab | Kickboxing Lessons,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=7PGEGcTHHmg"" --record-reference ""jab__front_do_kickboxing_lessons_7pgegc"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
125,yes,jab,front_muay_thai_basic_punches_ejz9hj,jab,front_muay_thai_basic_punches_ejz9hj,jab__front_muay_thai_basic_punches_ejz9hj,jab,https://www.youtube.com/watch?v=Ejz9HJHQZag,Muay Thai Technique - Basic Punches,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=Ejz9HJHQZag"" --record-reference ""jab__front_muay_thai_basic_punches_ejz9hj"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
126,yes,jab,front_jeff_mayweather_lpmcs_,jab,front_jeff_mayweather_lpmcs_,jab__front_jeff_mayweather_lpmcs_,jab,https://www.youtube.com/watch?v=LpmcS_ixyKE,The Boxing Jab with Jeff Mayweather,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=LpmcS_ixyKE"" --record-reference ""jab__front_jeff_mayweather_lpmcs_"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
127,yes,jab,front_do_pull_counter_nkwwhz,jab,front_do_pull_counter_nkwwhz,jab__front_do_pull_counter_nkwwhz,jab,https://www.youtube.com/watch?v=nKWWhzSjylk,How To Do The Pull Counter | Boxing Tutorial,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=nKWWhzSjylk"" --record-reference ""jab__front_do_pull_counter_nkwwhz"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
128,yes,jab,front_ghost_cm_oz7,jab,front_ghost_cm_oz7,jab__front_ghost_cm_oz7,jab,https://www.youtube.com/watch?v=CM-oZ7AshHI,How to ghost jab in boxing,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=CM-oZ7AshHI"" --record-reference ""jab__front_ghost_cm_oz7"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
129,yes,jab,front_you_must_know_essential_jt5r67,jab,front_you_must_know_essential_jt5r67,jab__front_you_must_know_essential_jt5r67,jab,https://www.youtube.com/watch?v=Jt5R67DsXt0,You MUST know this essential Muay Thai combo!,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=Jt5R67DsXt0"" --record-reference ""jab__front_you_must_know_essential_jt5r67"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
130,yes,jab,lead_side_muay_thai_training_counter_tl5jcc,jab,lead_side_muay_thai_training_counter_tl5jcc,jab__lead_side_muay_thai_training_counter_tl5jcc,jab,https://www.youtube.com/watch?v=Tl5jcCRYRic,Muay Thai Training: How to counter the jab with Chef Lessei,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=Tl5jcCRYRic"" --record-reference ""jab__lead_side_muay_thai_training_counter_tl5jcc"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
131,yes,jab,lead_side_step_vs_push_a6p3qd,jab,lead_side_step_vs_push_a6p3qd,jab__lead_side_step_vs_push_a6p3qd,jab,https://www.youtube.com/watch?v=a6P3Qd6titA,STEP JAB vs PUSH JAB,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=a6P3Qd6titA"" --record-reference ""jab__lead_side_step_vs_push_a6p3qd"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
132,yes,jab,front_stop_throwing_like_throw_rzgyli,jab,front_stop_throwing_like_throw_rzgyli,jab__front_stop_throwing_like_throw_rzgyli,jab,https://www.youtube.com/watch?v=rzgYlilqiIU,STOP Throwing Your Jab LIKE THIS!? How to Throw a PERFECT JAB #ufc #boxing #combatsports #ufcfight,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=rzgYlilqiIU"" --record-reference ""jab__front_stop_throwing_like_throw_rzgyli"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
133,yes,jab,lead_side_mastering_right_cross_techniques_kqhk8k,jab,lead_side_mastering_right_cross_techniques_kqhk8k,jab__lead_side_mastering_right_cross_techniques_kqhk8k,jab,https://www.youtube.com/watch?v=kQhk8kOYAoQ,Mastering the Right Cross | Techniques and Variations for Power Punching  #boxingtechniques,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=kQhk8kOYAoQ"" --record-reference ""jab__lead_side_mastering_right_cross_techniques_kqhk8k"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
135,yes,jab,front_punch_faster_snap_punches_chpufb,jab,front_punch_faster_snap_punches_chpufb,jab__front_punch_faster_snap_punches_chpufb,jab,https://www.youtube.com/watch?v=cHpUfBbdB0o,How To Punch Faster (SNAP Your Punches),,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=cHpUfBbdB0o"" --record-reference ""jab__front_punch_faster_snap_punches_chpufb"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
136,yes,jab,front_joshua_iyalla_0grmoz,jab,front_joshua_iyalla_0grmoz,jab__front_joshua_iyalla_0grmoz,jab,https://www.youtube.com/watch?v=0GRmOzGXGaI,HOW TO JAB,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=0GRmOzGXGaI"" --record-reference ""jab__front_joshua_iyalla_0grmoz"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
137,yes,jab,left45_southpaw_defense_slipping_smzjrl,jab,left45_southpaw_defense_slipping_smzjrl,jab__left45_southpaw_defense_slipping_smzjrl,jab,https://www.youtube.com/watch?v=SmzJRltXFy4,Southpaw Defense: Slipping the Jab,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=SmzJRltXFy4"" --record-reference ""jab__left45_southpaw_defense_slipping_smzjrl"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
138,yes,jab,front_throw_lennox_lewis_masterclass_iixk4e,jab,front_throw_lennox_lewis_masterclass_iixk4e,jab__front_throw_lennox_lewis_masterclass_iixk4e,jab,https://www.youtube.com/watch?v=IIxk4E73R7o,How to Throw a Jab | Lennox Lewis Masterclass | How To Box,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=IIxk4E73R7o"" --record-reference ""jab__front_throw_lennox_lewis_masterclass_iixk4e"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
139,yes,jab,front_throw_mma_fighting_os2s_k,jab,front_throw_mma_fighting_os2s_k,jab__front_throw_mma_fighting_os2s_k,jab,https://www.youtube.com/watch?v=Os2s_Kya3_o,How to Throw a Jab | MMA Fighting,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=Os2s_Kya3_o"" --record-reference ""jab__front_throw_mma_fighting_os2s_k"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
140,yes,jab,front_correct_way_php2qx,jab,front_correct_way_php2qx,jab__front_correct_way_php2qx,jab,https://www.youtube.com/watch?v=php2qxReE3Q,The Correct Way To Jab,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=php2qxReE3Q"" --record-reference ""jab__front_correct_way_php2qx"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
141,yes,jab,front_snap_boxingtraining_learntobox_viral_ivmtzy,jab,front_snap_boxingtraining_learntobox_viral_ivmtzy,jab__front_snap_boxingtraining_learntobox_viral_ivmtzy,jab,https://www.youtube.com/watch?v=ivMTzY70Hlg,Snap that JAB 🔥🍝 #tutorial #boxing #boxingtraining #learntobox #viral #shorts #boxingtutorial,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=ivMTzY70Hlg"" --record-reference ""jab__front_snap_boxingtraining_learntobox_viral_ivmtzy"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
142,yes,jab,front_throw_left_lessons_qernpp,jab,front_throw_left_lessons_qernpp,jab__front_throw_left_lessons_qernpp,jab,https://www.youtube.com/watch?v=qeRNPpCQGY4,How to Throw a Left Jab | Boxing Lessons,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=qeRNPpCQGY4"" --record-reference ""jab__front_throw_left_lessons_qernpp"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
144,yes,jab,front_muay_thai_basics_1_opkrmw,jab,front_muay_thai_basics_1_opkrmw,jab__front_muay_thai_basics_1_opkrmw,jab,https://www.youtube.com/watch?v=opkRmwKD4nk,Muay Thai Basics: Jab 1-2 Combo - AKA Techniques,,,"& ""c:/Users/URJXHC/OneDrive - Everllence SE/Documents/ComputerVision/BsC/.venv/Scripts/python.exe"" ""action_recognition.py"" --weights ""yolo26n-pose.pt"" --source ""https://www.youtube.com/watch?v=opkRmwKD4nk"" --record-reference ""jab__front_muay_thai_basics_1_opkrmw"" --target-technique ""jab"" --reference-dir ""reference_poses"" --num-video-sequence-samples 12 --skip-frame 1 --save-kpts-dir ""keypoints"" --record-reference-max-saves 0 --reference-capture-cooldown-frames 24 --disable-video-classifier --visualize-pose --person-selection-mode ""most_motion"""
