technique,angle,stance,quality,keep,segment_start_s,segment_end_s,notes,video_id,url,title,channel_title,channel_id,published_at,duration_iso8601,duration_seconds,definition,caption,view_count,like_count,comment_count,query_hit,tags
jab,,,,yes,,,,cHpUfBbdB0o,https://www.youtube.com/watch?v=cHpUfBbdB0o,How To Punch Faster (SNAP Your Punches),Glove Up,UC7pkMgqBxFsErwWwXjXq9CA,2025-08-11T14:59:32Z,PT30S,30,hd,false,189629,6846,77,proper jab mechanics,Boxing punch|boxing punches|boxing training|how to punch|boxing basics|how to box|how to throw a punch|muay thai punch|muay thai|mixed martial arts|martial arts|kickboxing|muay thai training|snap punch|boxing tips|snapping punches|punch technique|boxing coach|boxing training at home|power punch
jab,,,,yes,,,,0GRmOzGXGaI,https://www.youtube.com/watch?v=0GRmOzGXGaI,HOW TO JAB,Joshua Iyalla,UCl5Ytb0zePABTWOo4kmOyDA,2023-03-16T18:00:00Z,PT11S,11,hd,false,181798,4184,30,how to throw a jab|proper jab mechanics,
jab,,,,yes,,,,SmzJRltXFy4,https://www.youtube.com/watch?v=SmzJRltXFy4,Southpaw Defense: Slipping the Jab,Kenyon Sessoms,UCyNdx9mi6J0JNdmMAj0-AZw,2024-03-28T16:00:19Z,PT11S,11,hd,false,181713,5028,27,proper jab mechanics,
jab,,,,yes,,,,IIxk4E73R7o,https://www.youtube.com/watch?v=IIxk4E73R7o,How to Throw a Jab | Lennox Lewis Masterclass | How To Box,Sky Sports Boxing,UC_JQGBtA7P0RwkRxd7xpJcA,2018-06-12T07:30:00Z,PT1M47S,107,hd,false,178770,4449,265,boxing jab tutorial|how to throw a jab,Sky sports|sky sports boxing|sky sports boxing stream|anthony joshua|anthony joshua highlights|david haye|tony bellew|amir khan|How To|Boxing drills|Boxing training|How To Box|Lennox Lewis Highlights|Lennox Lewis knockouts|Lennox Lewis|Boxing|Sky Boxing|Eddie Hearn|IFL TV|How to throw a jab
jab,,,,yes,,,,Os2s_Kya3_o,https://www.youtube.com/watch?v=Os2s_Kya3_o,How to Throw a Jab | MMA Fighting,Howcast,UCSpVHeDGr9UbREhRca0qwsA,2012-07-21T09:09:33Z,PT53S,53,hd,true,177078,1741,30,how to throw a jab,Howcast|what is mixed martial arts|ultimate fighting|MMA fighting|about mixed martial arts|martial arts mma|mixed martial arts|jiu jitsu|martial arts classes|brazilian jiu jitsu|martial arts training|how to cage fight|how to throw a jab
jab,,,,yes,,,,php2qxReE3Q,https://www.youtube.com/watch?v=php2qxReE3Q,The Correct Way To Jab,Cory ‘The Sandman’ Sandhagen,UC0UHsrjl-L7v2P5TPybTodw,2024-07-21T23:12:59Z,PT45S,45,hd,false,175758,0,94,boxing jab tutorial|how to throw a jab|jab form slow motion|muay thai jab technique|proper jab mechanics,
jab,,,,yes,,,,ivMTzY70Hlg,https://www.youtube.com/watch?v=ivMTzY70Hlg,Snap that JAB 🔥🍝 #tutorial #boxing #boxingtraining #learntobox #viral #shorts #boxingtutorial,Thoseboxingbrothers,UCAUyg0AeCxiKI9gPqniA52Q,2023-07-13T19:44:43Z,PT37S,37,hd,false,156558,12416,82,boxing jab tutorial,
jab,,,,yes,,,,qeRNPpCQGY4,https://www.youtube.com/watch?v=qeRNPpCQGY4,How to Throw a Left Jab | Boxing Lessons,Howcast,UCSpVHeDGr9UbREhRca0qwsA,2012-11-10T17:05:17Z,PT2M27S,147,hd,true,156397,892,58,how to throw a jab,Box|boxing|box how to|how to box|boxing how to|how to boxing|boxing training|boxing workout|boxing techniques|boxing video|boxing sparring|boxing drills|boxing tips|boxing lessons|boxing training drills|how to punch|Howcast
jab,,,,no,,,,1f290DPRerE,https://www.youtube.com/watch?v=1f290DPRerE,jab jab jab challenge tutorial 😎🕺🏻 #amapianodance #viral #tiktokchallenge #amapianodancechallenge,Bash Moliko,UCMS8vAIg6mHICiz0rcHkaBg,2025-11-23T15:34:58Z,PT11S,11,hd,false,147174,803,6,jab form slow motion,
jab,,,,yes,,,,opkRmwKD4nk,https://www.youtube.com/watch?v=opkRmwKD4nk,Muay Thai Basics: Jab 1-2 Combo - AKA Techniques,AKA Thailand,UCDyUfCyv4n5wXjcjxOnlkZQ,2019-06-07T11:17:07Z,PT44S,44,hd,true,136940,2104,16,muay thai jab technique,AKA Thailand|Mike Swick|AKA Techniques|Savage Life Media|MMA|Mixed Martial Arts|We Are AKA|Instructional|Fight For It|MMA Fighter|Phuket|Training|Muay Thai|Basics|Techniques|Jab|Kru Bird|Thailand|Beginner|1-2 Combo
jab,,,,no,,,,e_p9F983Zy0,https://www.youtube.com/watch?v=e_p9F983Zy0,Short arm Jab shot ft.Shubman Gill 💥🏏 #cricket #trending #viral #reels #practice #match #indvspak,Wicket Talk With NAZAR,UCwGj9FES3MH_oqO0ldUxiKQ,2025-04-01T07:43:00Z,PT10S,10,hd,false,132540,1568,6,jab form slow motion,Virat Kohli|practice|Ms dhoni|Cristiano Ronaldo|shubman Gill|Sachin Tendulkar|Rohit Sharma|jasprit bumrah|cricket|table tennis|hockey|volleyball|basketball
jab,,,,yes,,,,0uzOSd3_w2g,https://www.youtube.com/watch?v=0uzOSd3_w2g,Learn the SECRET to throwing an OLD SCHOOL JAB #boxing,Skillr Boxing,UCczcxCUOJu9agXPKQcTa2RQ,2024-02-05T21:31:32Z,PT1M1S,61,hd,false,131672,9271,73,how to throw a jab|proper jab mechanics,
jab,,,,yes,,,,euHgMEjZbyU,https://www.youtube.com/watch?v=euHgMEjZbyU,Body mechanics for the jab and positioning to defend and counter the overhand right! #jab #counter,World Class Boxing Channel,UCFd-tIEZTYhdR3lWCQ7inyg,2022-04-02T01:12:14Z,PT57S,57,hd,false,125941,6493,96,how to throw a jab|proper jab mechanics,
jab,,,,yes,,,,ETSMHkY7EmQ,https://www.youtube.com/watch?v=ETSMHkY7EmQ,HOW TO PARRY THE JAB,Austin Liu,UCuAFolR2Az3oLtA1EtPT1Og,2023-03-04T04:22:48Z,PT13S,13,hd,false,125243,0,42,how to throw a jab|proper jab mechanics,
jab,,,,yes,,,,62mcnF8iIIY,https://www.youtube.com/watch?v=62mcnF8iIIY,How to throw a bullet jab in boxing,letmesaveyou,UCHPDET0O5FMG6IH9hdv5miw,2024-01-15T01:16:27Z,PT20S,20,hd,false,120306,3912,62,boxing jab tutorial|how to throw a jab|proper jab mechanics,
jab,,,,no,,,,dBsBUGRhvsg,https://www.youtube.com/watch?v=dBsBUGRhvsg,HOW TO CROSS JAB❗️✅ #basketball #shorts #bball #hoopers #tutorial #skills #drills #nba #breakdown,Trae Ball,UCSIqiMFyeH-fFsPS_U0zv9A,2022-12-12T18:28:25Z,PT1M1S,61,hd,false,116586,6003,37,jab form slow motion,
jab,,,,yes,,,,JNlG2pHUgFA,https://www.youtube.com/watch?v=JNlG2pHUgFA,5 Variations Of The Jab Used By FLOYD MAYWEATHER! #boxingtechnique,Kain Carlton,UCVFExvuIEmLIwF1RsqSSOFw,2023-10-14T14:00:13Z,PT1M,60,hd,false,113395,7571,91,proper jab mechanics,Mayweather vs Canelo|Mayweather vs Gatti|Floyd Mayweather|5 Variations Of The Jab|Floyd Mayweather vs Canelo Alverez|Floyd Mayweather vs Arturo Gatti|How To Throw The Jab|Types Of Jabs In Boxing|boxing technique|boxing training|Philly shell|Philly Shell Defense|Mayweather jab
jab,,,,yes,,,,lPAMcxwCjEI,https://www.youtube.com/watch?v=lPAMcxwCjEI,"JAB, CROSS, HOOK the RIGHT Way! #boxing #training #technique #boxeo",THE ARENA,UCf9OzX2aA7GXfukcjP32KZw,2026-02-26T14:01:15Z,PT31S,31,hd,false,108517,4071,59,how to throw a jab,jab cross hook boxing combo|jab cross hook boxing combination|jab cross hook combo|jab cross hook|boxing combos|boxing combinations|boxing combos for beginners|boxing combinations for beginners|boxing|boxing jab|boxing cross|boxing hook|boxing coach joe vargas|the arena boxing|boxing gym san diego
jab,,,,yes,,,,3h1tCZa0n_Y,https://www.youtube.com/watch?v=3h1tCZa0n_Y,Different Boxing Jab Types You CAN Throw #shorts,Boxingholic,UCeqqY2EfpbDdzJt-PYWNIkg,2023-07-03T15:05:29Z,PT13S,13,hd,false,106157,1690,14,proper jab mechanics,
jab,,,,yes,,,,FFS_21q8ZTc,https://www.youtube.com/watch?v=FFS_21q8ZTc,Mechanics of the jab. Paramount for offensive striking. Learn more about it on Jujiclub.com,Tristar Gym,UCzFOXkiyQiqdq2r5aUPF6Aw,2024-01-02T15:27:26Z,PT1M,60,hd,false,105869,7665,156,proper jab mechanics,
jab,,,,yes,,,,e67ZJUh4kz4,https://www.youtube.com/watch?v=e67ZJUh4kz4,THE TRIPLE JAB 🔥😮‍💨 #boxing #learntobox #boxingtraining #tutorial #viral #shorts,Thoseboxingbrothers,UCAUyg0AeCxiKI9gPqniA52Q,2023-11-12T19:28:25Z,PT1M1S,61,hd,false,104687,7509,59,boxing jab tutorial,
jab,,,,yes,,,,M5rNzdg8g-A,https://www.youtube.com/watch?v=M5rNzdg8g-A,Slip-Jab 😮‍💨🔥 #tutorial #boxing #boxingtutorial #boxingtraining #learntobox #viral #shorts,Thoseboxingbrothers,UCAUyg0AeCxiKI9gPqniA52Q,2023-06-06T16:14:56Z,PT28S,28,hd,false,101642,9082,41,boxing jab tutorial,
jab,,,,yes,,,,RklOYm8LWJk,https://www.youtube.com/watch?v=RklOYm8LWJk,Throwing a #jab &amp; #righthand has the same #bodymechanics as #slipping a jab and Right Hand #boxing,World Class Boxing Channel,UCFd-tIEZTYhdR3lWCQ7inyg,2022-07-16T03:01:58Z,PT21S,21,hd,false,101634,2827,27,proper jab mechanics,
jab,,,,yes,,,,Lt44CS6t_Rs,https://www.youtube.com/watch?v=Lt44CS6t_Rs,How To Slip A Jab [Boxing Minute] #Shorts,Coach Anthony,UCfOamDxdVYntCBFE0jyI2DA,2022-06-06T16:00:10Z,PT53S,53,hd,false,99584,5191,48,boxing jab tutorial|proper jab mechanics,how to box|boxing training|boxing jab|boxing tips|how to|slip punches|how to throw a jab|how to jab|boxing punches|boxing tutorial|boxing basics|how to punch|boxing technique|coach anthony boxing|boxing defense|boxing defense drills|boxing defense drills at home|boxing defence|boxing defense for beginners|basic boxing training
jab,,,,yes,,,,DrGpGfvWN6U,https://www.youtube.com/watch?v=DrGpGfvWN6U,How to Jab with 3x More Power,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2022-11-26T15:58:49Z,PT19S,19,hd,false,98300,5125,43,how to throw a jab,boxing|jab|how to throw a jab|speed jab|power jab|power jab boxing|boxing power jab|speed jab boxing|boxing speed jab|how to throw a speed jab|how to throw a power jab|how to throw the perfect jab|jab technique|jab boxing|jab boxing technique|how to box|boxing training|how to jab in boxing|jab tutorial|power jab tutorial
jab,,,,yes,,,,dkk7JDFwO0U,https://www.youtube.com/watch?v=dkk7JDFwO0U,How to throw the perfect jab 📝🥊 #shorts #boxing #boxingtraining #canelo,Fight Genius,UCUY_dXXtQCFkk8NXuRrHHoQ,2024-10-03T17:52:50Z,PT19S,19,hd,false,94191,4384,43,how to throw a jab|jab form slow motion|proper jab mechanics,
jab,,,,yes,,,,p22xjV0HYJY,https://www.youtube.com/watch?v=p22xjV0HYJY,Throw a punch the RIGHT way! #boxing #muaythai #mma #technique,THE ARENA,UCf9OzX2aA7GXfukcjP32KZw,2023-05-26T16:00:41Z,PT22S,22,hd,false,88732,2930,36,how to throw a jab|proper jab mechanics,the arena|boxing training|Proper punching technique|How to improve punching form|mistakes to avoid while throwing powerful punches|improve punch accuracy|Punching techniques to follow|Common Mistakes Made When Throwing|Stop Throwing Punches Like This|how to punch beginner guide
jab,,,,yes,,,,wap0HH0puLg,https://www.youtube.com/watch?v=wap0HH0puLg,How To Throw A Jab,Ekayy Boxing,UC4or62_-jM7Z-HNfeR6NCZQ,2023-08-28T17:29:51Z,PT29S,29,hd,false,85951,6689,64,how to throw a jab,
jab,,,,yes,,,,u_JBl8WRz5I,https://www.youtube.com/watch?v=u_JBl8WRz5I,How to Throw the Perfect Jab in Boxing #shorts,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2022-05-21T15:33:13Z,PT13S,13,hd,false,73210,2707,73,how to throw a jab,how to jab|how to jab in boxing|the proper way to throw a jab|how to throw a correct jab|how to throw the perfect jab|how to throw a jab|how to punch jab|how to jab punch|how to throw a jab punch|jab boxing|jab technique|jab technique in boxing|boxing jab|boxing tutorial|boxing punch|how to jab better|best punch|boxing jab tutorial|boxing jab guide|proper jab technique boxing
jab,,,,yes,,,,OAS5aPWRjoQ,https://www.youtube.com/watch?v=OAS5aPWRjoQ,How to throw the jab 📝🥊 #shorts #boxing #boxingtraining #boxer #naoyainoue,Fight Genius,UCUY_dXXtQCFkk8NXuRrHHoQ,2025-01-07T18:23:47Z,PT28S,28,hd,false,68385,4333,39,how to throw a jab,
jab,,,,yes,,,,KELP2-FlPdA,https://www.youtube.com/watch?v=KELP2-FlPdA,Counter every single jab 🥊 #boxing #boxingtips,Andrii Khotin,UCm1dm5st6Jpi-KXrYptEhbQ,2023-06-20T12:14:16Z,PT13S,13,hd,false,66232,3017,34,boxing jab tutorial,
jab,,,,yes,,,,9ZlgdT8N1RM,https://www.youtube.com/watch?v=9ZlgdT8N1RM,How to throw the perfect jab 📝🥊 #shorts #boxing #boxer #boxingtraining #boxinglife,Fight Genius,UCUY_dXXtQCFkk8NXuRrHHoQ,2024-09-27T20:22:49Z,PT16S,16,hd,false,64423,2989,70,how to throw a jab,
jab,,,,yes,,,,aSEZ5XnIcP8,https://www.youtube.com/watch?v=aSEZ5XnIcP8,Jab-Cross-Hook Combo Breakdown #BoxingCombo #JabCrossHook #BoxingTips #BoxingTraining,HIEN BOXING OFFICIAL,UCy8aYGy1jpcmK3a2ASfDDTw,2025-01-19T13:00:03Z,PT19S,19,hd,false,61045,1287,11,jab form slow motion|proper jab mechanics,
jab,,,,yes,,,,bknFo1Jt0mI,https://www.youtube.com/watch?v=bknFo1Jt0mI,The Correct Way to Throw a Double Jab...,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-10-21T21:54:16Z,PT20S,20,hd,false,58989,1395,8,boxing jab tutorial|how to throw a jab|proper jab mechanics,
jab,,,,yes,,,,wGf5GdTqc18,https://www.youtube.com/watch?v=wGf5GdTqc18,How To Throw Your Jab With Perfect Technique 💥,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-05-20T14:01:33Z,PT1M40S,100,hd,false,57390,4028,32,boxing jab tutorial|how to throw a jab|jab form slow motion|proper jab mechanics,
jab,,,,yes,,,,IUzTCUZnh5A,https://www.youtube.com/watch?v=IUzTCUZnh5A,How to throw a Jab,Jacob Rodriguez,UC1YocYOTJqm1a29VTorswBA,2025-10-03T13:19:05Z,PT40S,40,hd,false,53325,1862,51,how to throw a jab,
jab,,,,no,,,,2Y0WU-VvT4U,https://www.youtube.com/watch?v=2Y0WU-VvT4U,Jab Jab easy dance tutorial🇿🇦🔥#amapianodance #easytutorial #dancetrend #goviral #jab,KVNG FIDA,UCMrbWRzPpvqQFvmr6QV4ubw,2025-12-16T17:13:19Z,PT11S,11,hd,false,53049,286,4,jab form slow motion,tutorial|dance|trend|shorts|fyp
jab,,,,no,,,,HWXF6BRl92A,https://www.youtube.com/watch?v=HWXF6BRl92A,Jab jab tutorial #dance #shorts,Ayopiano,UCai7mj_xnDvvmKLl3yT0sDQ,2025-11-29T19:01:06Z,PT12S,12,hd,false,48231,419,8,jab form slow motion,
jab,,,,yes,,,,JxSQ6BLITZI,https://www.youtube.com/watch?v=JxSQ6BLITZI,How to throw a double jab! #boxing #shorts #boxingtraining,BoxingwithEddie,UC82CC3slHM06qAeH1KpWOGg,2025-05-20T01:00:12Z,PT16S,16,hd,false,47828,1083,13,how to throw a jab,
jab,,,,yes,,,,RBB7rTPnWgo,https://www.youtube.com/watch?v=RBB7rTPnWgo,How to Flicker Jab #boxing #shorts,Coach Pillow Fists,UCZIE3k0kKTkUcFXhsMxl7pA,2024-08-13T00:00:11Z,PT17S,17,hd,false,44506,2010,50,boxing jab tutorial,boxing|fighting|mma|mixed martial arts|flick jab|flicker jab|junto nakatani
jab,,,,yes,,,,jA5y-5vKBJU,https://www.youtube.com/watch?v=jA5y-5vKBJU,JAB TO BODY | Step By Step Breakdown| Slow Motion  #boxing #boxingtraining #fitness #fightcamp,FightCamp,UCJ6J1r5u8CFsbyVZ03A6IaQ,2023-10-18T17:57:17Z,PT11S,11,hd,false,44394,1340,2,jab form slow motion,FightCamp|learn to box|boxing training|at-home fitness|at-home boxing workout|at-home kickboxing workout|connected fitness|train like a fighter
jab,,,,yes,,,,P4TqZnWdrZE,https://www.youtube.com/watch?v=P4TqZnWdrZE,Straight Right Punch Mechanics Quick Break Down Teaser #shorts #boxing,The Punch Doctor,UCRCklqUsBMimyQW1fwUTNUg,2022-04-28T21:55:24Z,PT1M,60,hd,false,39691,3360,167,proper jab mechanics,
jab,,,,yes,,,,3-is-PQBqLo,https://www.youtube.com/watch?v=3-is-PQBqLo,How To Step With The Jab 🥊,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-04-16T14:00:06Z,PT13S,13,hd,false,38728,1176,10,how to throw a jab|proper jab mechanics,
jab,,,,yes,,,,qXZJdUFuBeI,https://www.youtube.com/watch?v=qXZJdUFuBeI,Throwing a jab backwards! The incorrect footwork and correct footwork! #footwork #jab #boxing,World Class Boxing Channel,UCFd-tIEZTYhdR3lWCQ7inyg,2022-04-09T18:12:42Z,PT56S,56,hd,false,37816,2778,44,how to throw a jab,
jab,,,,yes,,,,77PaC5wXYrE,https://www.youtube.com/watch?v=77PaC5wXYrE,The Correct Way to Throw Your Jab...,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-10-29T20:39:46Z,PT20S,20,hd,false,34784,1122,20,how to throw a jab,
jab,,,,yes,,,,R2nY368tLXc,https://www.youtube.com/watch?v=R2nY368tLXc,Saenchai Style | Jab cross Basic Muay Thai Technique | YOKKAO Training Course,YOKKAO,UCDfvlEBdwpcjwAaRw1m6UiA,2022-07-25T18:52:03Z,PT2M48S,168,hd,false,34571,1381,31,muay thai jab technique,Muay Thai|Muay Thai Thailand|Muay Thai Fight|Fight|Yokkao Muay Thai|Combat Sport|Elbow thai|Muay thai clinch|muay thai knee|muaythai tecnique|muaythai skill|saenchai secret|saenchai tips|saenchai style|saenchai lesson|yokkao training course|muay thai training course|muay thai course|muay thai lessons
jab,,,,yes,,,,2s0N-mRyDhM,https://www.youtube.com/watch?v=2s0N-mRyDhM,No.1 Jab Mistake in Muay Thai,8 Tribe Muay Thai,UCwy5KvxG53tUYKx1UWv9cTA,2023-01-31T22:00:00Z,PT55S,55,hd,false,32398,2295,29,muay thai jab technique,muay thai|muay thai jab|how to jab boxing|how to jab|muay thai punches|muay thai common mistakes|muay thai beginner mistake|muay thai tutorial|muay thai coach training|muay thai coach|muay thai instructional|muay thai training
jab,,,,yes,,,,iWZcpUbIf5U,https://www.youtube.com/watch?v=iWZcpUbIf5U,The Importance of &quot;JAB&quot; in Boxing and How to Throw the Jab,Tony Jeffries,UCT_8YwHmACxpUootXe7yKjA,2020-08-18T15:00:16Z,PT3M53S,233,hd,true,30333,1180,33,how to throw a jab,boxing jab|how to throw the jab|how to jab|how to punch|how to throw a jab|boxing tutorial|boxing lessons|science of jab|boxing|jab technique boxing|how to boxing|jab|types of jabs|jabs in boxing|How to jab|how to jab in boxing|boxing jab drills|jab techniques|jab boxing drills|jab boxing tutorial
jab,,,,yes,,,,ASr5ORgGobQ,https://www.youtube.com/watch?v=ASr5ORgGobQ,Here&#39;s How To Throw a Lightning Fast Jab ⚡️,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-05-09T14:00:13Z,PT20S,20,hd,false,27642,1068,15,boxing jab tutorial|how to throw a jab,
jab,,,,yes,,,,ItSq-uWpZTI,https://www.youtube.com/watch?v=ItSq-uWpZTI,How to Throw Jab to Body | Step by Step Breakdown | Slow Motion  #training #fightcamp #boxing,FightCamp,UCJ6J1r5u8CFsbyVZ03A6IaQ,2024-02-07T23:25:29Z,PT16S,16,hd,false,26924,1024,13,how to throw a jab,FightCamp|learn to box|boxing training|at-home fitness|at-home boxing workout|at-home kickboxing workout|connected fitness|train like a fighter
jab,,,,yes,,,,IByNpp06-rQ,https://www.youtube.com/watch?v=IByNpp06-rQ,How To Throw The Double Jab #boxing #boxingcombos #boxingtraining #boxingtechnique,Shane Cameron,UCANThx7JnmHd9YtdazXrSJw,2024-03-17T18:30:18Z,PT23S,23,hd,false,26729,617,9,how to throw a jab,
jab,,,,yes,,,,EAW7kwiREsA,https://www.youtube.com/watch?v=EAW7kwiREsA,How to throw 5 different types of jabs tutorial #boxing #mma #combatsport #kickboxing #muaythai #ufc,A1 Training Camp,UC6KE5YR469NZLVTLI-rrOrA,2024-09-06T04:22:25Z,PT26S,26,hd,false,25482,1401,11,boxing jab tutorial|how to throw a jab,
jab,,,,yes,,,,_gBS4gkcsSY,https://www.youtube.com/watch?v=_gBS4gkcsSY,How To Throw A POWER Jab W/ KO Potential #shorts,Gabriel Varga,UCTlMUs5IIlBZQGkYMScUFyQ,2021-09-27T17:18:35Z,PT1M1S,61,hd,false,25099,2285,52,how to throw a jab,how to throw a power jab|powerful jab tips|punching how to jab with power|how to land power jabs|scoring a ko with your jab
jab,,,,yes,,,,vnYdHoY5BS4,https://www.youtube.com/watch?v=vnYdHoY5BS4,Master the Jab-Slip-Hook-Cross-Roll Combo: Next-Level Boxing Drills! 🥊 #BoxingCombos #AdvancedBoxing,HIEN BOXING OFFICIAL,UCy8aYGy1jpcmK3a2ASfDDTw,2024-11-22T12:01:14Z,PT16S,16,hd,false,24520,1535,6,boxing jab tutorial,hienboxingday|boxing|sports|shorts video|Hiền Boxing Đây|Hiền Boxing|training|#boxingtrainning|#boxingworkout|#boxingmusic|#boxingfootwork
jab,,,,yes,,,,yaND54SKAEs,https://www.youtube.com/watch?v=yaND54SKAEs,Learn HOW to throw the SWIVEL JAB,Skillr Boxing,UCczcxCUOJu9agXPKQcTa2RQ,2024-03-17T16:55:02Z,PT43S,43,hd,false,21127,1801,14,how to throw a jab,
jab,,,,yes,,,,M_JqU3ZsSdA,https://www.youtube.com/watch?v=M_JqU3ZsSdA,How to Improve your Jab #jab #boxing #boxingtraining #boxer #tutorial #motivation,Ji Martial Arts,UCAOifU2G6uKcC3FXsbuy63w,2025-02-18T18:00:19Z,PT23S,23,hd,false,20657,0,7,boxing jab tutorial,
jab,,,,yes,,,,ckrcLwh_pB4,https://www.youtube.com/watch?v=ckrcLwh_pB4,Feint to jab tutorial,Ji Martial Arts,UCAOifU2G6uKcC3FXsbuy63w,2025-07-31T17:03:50Z,PT11S,11,hd,false,20560,495,10,boxing jab tutorial,
jab,,,,yes,,,,tVf2QUiWEnk,https://www.youtube.com/watch?v=tVf2QUiWEnk,Throwing a Jab &amp; Right Hand Has The Same Body Mechanics As Slipping a Jab &amp; Right Hand,World Class Boxing Channel,UCFd-tIEZTYhdR3lWCQ7inyg,2022-07-14T22:44:29Z,PT2M50S,170,sd,false,17828,941,26,proper jab mechanics,throwing a jab & right hand|the same body mechanics|slipping a jab & right hand|a jab and right hand|slipping a jab|throwing a jab|right hand|boxing defense|teaching a boxer how to|teaching a boxer|when throwing a jab|when throwing a jab and right hand|slipping a jab and a right hand|teaching the sweet science|teaching the art of boxing|teaching boxing|teaching boxing defense|all about boxing defense|how to be defensively strong in boxing|body mechanics
jab,,,,no,,,,3PwuVfds9w8,https://www.youtube.com/watch?v=3PwuVfds9w8,"Jab jab Tutorial, Boitumelo Best Amapiano Dance Challenge 2025 New #dance #amapianotv #amapi #faya",Dollar Bee Leo,UCiHghVEVbugQxx2wa7wQB0g,2025-11-21T23:21:04Z,PT1M55S,115,hd,false,16295,382,0,jab form slow motion,
jab,,,,yes,,,,jcbBBhaz2d8,https://www.youtube.com/watch?v=jcbBBhaz2d8,How to Throw a 1-2 Like a Pro! 🔥(Jab-Cross Tutorial)🚨 #boxing #boxingtechniques #mma #learntobox,Boxing Maverick,UCmV9W_AnTjiPJJQZH4FrqHw,2025-03-17T18:59:21Z,PT12S,12,hd,false,11476,142,1,boxing jab tutorial|how to throw a jab,
jab,,,,yes,,,,4PE4-r7_QHw,https://www.youtube.com/watch?v=4PE4-r7_QHw,Sharpen Your Jab With These 6 Powerful Drills 🥊,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-01-29T14:53:30Z,PT19S,19,hd,false,11194,957,4,boxing jab tutorial,
jab,,,,yes,,,,aljWkI08HXM,https://www.youtube.com/watch?v=aljWkI08HXM,4 Jab Mistakes That Are Making Your Jab Weak 🚫,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-01-25T15:00:06Z,PT17S,17,hd,false,9855,744,7,boxing jab tutorial,
jab,,,,yes,,,,IrqYuA9C3F8,https://www.youtube.com/watch?v=IrqYuA9C3F8,Boxing fundamentals: How to throw the 1 - 2 correctly (jab - cross) 🥊,Lentz Lundy Boxing,UC21CGTjJflWBmoriFa39zOQ,2023-07-24T18:00:08Z,PT17S,17,hd,false,9101,305,5,how to throw a jab,short|shorts|boxing short|boxing shorts|boxing|boxing training|boxing skills|boxing work|boxing lesson|1 2|jab|jab cross|cross|how to box|boxing 101|boxing technique|boxing class|boxing exercise|boxing for beginners|learn how to box
jab,,,,yes,,,,D6qWZelCFkc,https://www.youtube.com/watch?v=D6qWZelCFkc,Boxing Jab Mastery | Widen the Stance for Power &amp; Range,MyBoxingCoach,UCBsoiiNF96Beqbik3LSxkUA,2025-07-15T17:20:44Z,PT43S,43,hd,false,9056,594,22,proper jab mechanics,jab|how to jab|boxing jab|how to throw a jab|jab boxing|perfect jab|how to jab boxing|how to throw a jab in boxing|jab technique boxing|boxing jab technique|how to jab in boxing|boxing|power jab|speed jab|best jabs in boxing|how to throw jab|the jab|best jab|fast jab|best jab in boxig
jab,,,,yes,,,,pfCOqDRo2fs,https://www.youtube.com/watch?v=pfCOqDRo2fs,How To Throw A Jab To The Body [Boxing Minute 🥊] #Shorts,Coach Anthony,UCfOamDxdVYntCBFE0jyI2DA,2022-05-25T20:31:47Z,PT42S,42,hd,false,8281,500,19,how to throw a jab,how to punch|how to jab|how to box|boxing punches|boxing basics|boxing tutorial|boxing tips|boxing combos|boxing jab|boxing combination|boxing combos for beginners|boxing for beginners|boxing techniques|how to throw a punch|how to throw a jab|boxing combos on heavy bag|heavy bag combos|tony jeffries|how to punch harder and faster|coach anthony boxing
jab,,,,yes,,,,9oV1jEC6r2o,https://www.youtube.com/watch?v=9oV1jEC6r2o,How to Throw a Jab Tutorial - Muay Thai Techniques,Muay Thai PROS,UCT4rADCrNoOL22-jOWQjSRQ,2016-09-07T04:57:30Z,PT2M21S,141,hd,false,8105,86,7,muay thai jab technique,how to throw a jab tutorial|muay thai jab tutorial|basic muay thai techniques|basic technique muay thai|throwing a jab in muay thai|muay thai jab strike|boxing jab|how to throw a jab in boxing|muay thai techniques
jab,,,,yes,,,,ep4gIqqbbBk,https://www.youtube.com/watch?v=ep4gIqqbbBk,How To Throw A Jab With A Cup 🥊☕️ [Simple &amp; Effective] #Shorts,Coach Anthony,UCfOamDxdVYntCBFE0jyI2DA,2022-02-15T17:08:57Z,PT26S,26,hd,false,7726,406,17,how to throw a jab,how to jab|boxing combos|boxing punches for beginners|muay thai|muay thai knockouts|muay thai sparring|boxing punches|how to throw a jab|boxing combo|boxing combination|boxing technique|heavy bag combos|boxing combos on heavy bag|boxing basics|how to jab boxing|boxing combos for beginners|how to jab faster|how to jab harder and faster|how to jab step|how to jab properly
