technique,angle,video_id,url,title,channel_title,channel_id,published_at,duration_iso8601,duration_seconds,definition,caption,view_count,like_count,comment_count,query_hit,tags
jab,front,LpmcS_ixyKE,https://www.youtube.com/watch?v=LpmcS_ixyKE,The Boxing Jab with Jeff Mayweather,ProTips4U,UCLmtrVc5m4n7OvmQ1jSdCKQ,2014-08-29T21:11:16Z,PT2M39S,159,hd,false,236269,5219,150,boxing jab tutorial front view,The Jab|boxing jab|how to jab in boxing|jab techniques|how to box|jab punch|Jeff Mayweather|protips4u
jab,front,a6P3Qd6titA,https://www.youtube.com/watch?v=a6P3Qd6titA,STEP JAB vs PUSH JAB,Charles Salbox,UCZyEzoVVPp6iIdMhLSeNrAg,2022-10-21T03:10:00Z,PT29S,29,hd,false,208724,9879,104,proper jab mechanics front view,Cuban boxing|boxing|boxing basics|boxing footwork drills|boxing for beginners|boxing jab|boxing jab drills|boxing jab training|boxing techniques|boxing techniques for beginners|boxing training|boxing training at home|boxing training for beginners|boxing workout|cuban boxing coach|cuban boxing school|how to jab|how to jab correctly|how to jab in boxing|how to perfect the jab
jab,front,kQhk8kOYAoQ,https://www.youtube.com/watch?v=kQhk8kOYAoQ,Mastering the Right Cross | Techniques and Variations for Power Punching  #boxingtechniques,MyBoxingCoach,UCBsoiiNF96Beqbik3LSxkUA,2024-04-15T19:55:23Z,PT33S,33,hd,false,193997,6214,79,jab technique front view view,how to throw cross boxing|how to throw cross punch|how to throw cross punch in boxing|how to throw a cross|how to throw a cross punch|how to throw a cross punch in boxing|boxing cross|cross to body|how to throw a cross to body|how to throw cross punch properly|the correct way to throw a cross|right cross|right cross punch|how to throw a right cross|how to throw a perfect cross
jab,front,0GRmOzGXGaI,https://www.youtube.com/watch?v=0GRmOzGXGaI,HOW TO JAB,Joshua Iyalla,UCl5Ytb0zePABTWOo4kmOyDA,2023-03-16T18:00:00Z,PT11S,11,hd,false,184804,4227,30,boxing jab tutorial front view|how to throw a jab front view,
jab,front,IIxk4E73R7o,https://www.youtube.com/watch?v=IIxk4E73R7o,How to Throw a Jab | Lennox Lewis Masterclass | How To Box,Sky Sports Boxing,UC_JQGBtA7P0RwkRxd7xpJcA,2018-06-12T07:30:00Z,PT1M47S,107,hd,false,178863,4450,265,boxing jab tutorial front view,Sky sports|sky sports boxing|sky sports boxing stream|anthony joshua|anthony joshua highlights|david haye|tony bellew|amir khan|How To|Boxing drills|Boxing training|How To Box|Lennox Lewis Highlights|Lennox Lewis knockouts|Lennox Lewis|Boxing|Sky Boxing|Eddie Hearn|IFL TV|How to throw a jab
jab,front,php2qxReE3Q,https://www.youtube.com/watch?v=php2qxReE3Q,The Correct Way To Jab,Cory ‘The Sandman’ Sandhagen,UC0UHsrjl-L7v2P5TPybTodw,2024-07-21T23:12:59Z,PT45S,45,hd,false,178724,0,94,boxing jab form slow motion front view|boxing jab tutorial front view|how to throw a jab front view|proper jab mechanics front view,
jab,front,Cm06zG11nm4,https://www.youtube.com/watch?v=Cm06zG11nm4,How to Master the Jab for Boxing,Coach Anthony,UCfOamDxdVYntCBFE0jyI2DA,2023-07-03T18:41:04Z,PT4M24S,264,hd,false,145434,5617,190,boxing jab tutorial front view,How to|boxing|mma|instructionals|boxing tutorials|coaching|Boxing tips|how to box at home|defense tips for boxing|striking coach|boxing coach|coach anthony boxing|boxing footwork|boxing basics|advanced boxing|advanced footwork|boxing training|boxing workout|boxing tutorial|boxing tutorial for beginners at home
jab,front,qrMSreI_Rc8,https://www.youtube.com/watch?v=qrMSreI_Rc8,Tyson hook technique #boxing #tutorial,Pavel Trusov,UCOehOLJ9HzuA_Fe4nwT8dRQ,2025-08-28T23:01:42Z,PT10S,10,hd,false,137858,1642,5,boxing jab form slow motion front view,
jab,front,euHgMEjZbyU,https://www.youtube.com/watch?v=euHgMEjZbyU,Body mechanics for the jab and positioning to defend and counter the overhand right! #jab #counter,World Class Boxing Channel,UCFd-tIEZTYhdR3lWCQ7inyg,2022-04-02T01:12:14Z,PT57S,57,hd,false,126040,6498,96,proper jab mechanics front view,
jab,front,FFS_21q8ZTc,https://www.youtube.com/watch?v=FFS_21q8ZTc,Mechanics of the jab. Paramount for offensive striking. Learn more about it on Jujiclub.com,Tristar Gym,UCzFOXkiyQiqdq2r5aUPF6Aw,2024-01-02T15:27:26Z,PT1M,60,hd,false,105930,7667,156,proper jab mechanics front view,
jab,front,e6UNuMxBIdE,https://www.youtube.com/watch?v=e6UNuMxBIdE,Step By Step Guide To Throwing The Jab | Boxing Training,FightCamp,UCJ6J1r5u8CFsbyVZ03A6IaQ,2020-03-10T16:00:11Z,PT7M56S,476,hd,false,74360,1666,47,boxing jab tutorial front view,boxing jab|how to perfect the jab|how to jab correctly|how to throw a jab|boxing tutorial|how to punch|the perfect jab|jab technique|punch technique|jab punch|how to box|boxing jab technique|boxing jab tips|boxing techniques|boxing for beginners|fightcamp boxing|boxing|boxing training|boxing how to punch|boxing jab form
jab,front,bknFo1Jt0mI,https://www.youtube.com/watch?v=bknFo1Jt0mI,The Correct Way to Throw a Double Jab...,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-10-21T21:54:16Z,PT20S,20,hd,false,59459,1403,8,how to throw a jab front view,
jab,front,wGf5GdTqc18,https://www.youtube.com/watch?v=wGf5GdTqc18,How To Throw Your Jab With Perfect Technique 💥,Oracle Boxing,UCRLhtHizl1rM8EMsd7Wvj8w,2025-05-20T14:01:33Z,PT1M40S,100,hd,false,58393,4087,33,boxing jab tutorial front view|how to throw a jab front view|jab technique front view view|proper jab mechanics front view,
jab,front,jA5y-5vKBJU,https://www.youtube.com/watch?v=jA5y-5vKBJU,JAB TO BODY | Step By Step Breakdown| Slow Motion  #boxing #boxingtraining #fitness #fightcamp,FightCamp,UCJ6J1r5u8CFsbyVZ03A6IaQ,2023-10-18T17:57:17Z,PT11S,11,hd,false,44468,1341,2,boxing jab form slow motion front view,FightCamp|learn to box|boxing training|at-home fitness|at-home boxing workout|at-home kickboxing workout|connected fitness|train like a fighter
jab,front,DN7Wx8zB_-g,https://www.youtube.com/watch?v=DN7Wx8zB_-g,Fix this very common fault with your boxing jab technique | simple fix,MyBoxingCoach,UCBsoiiNF96Beqbik3LSxkUA,2023-01-25T21:19:21Z,PT58S,58,hd,false,38123,2823,43,jab technique front view view,boxing jab|boxing jab technique|jab|boxing jab tutorial|boxing jab training|boxing|boxing techniques|boxing tips|boxing training|boxing moves|fran sands|myboxingcoach|boxing combinations|boxing drills|boxing stance|boxing footwork|learn how to box|boxing coach|learn boxing|boxing skills
jab,front,pbb0PxykYNQ,https://www.youtube.com/watch?v=pbb0PxykYNQ,Mastering the Jab Cross and Hook | Boxing Technique Breakdown,MyBoxingCoach,UCBsoiiNF96Beqbik3LSxkUA,2025-08-09T15:43:24Z,PT1M,60,hd,false,4518,259,7,jab technique front view view,how to throw cross boxing|how to throw cross punch|how to throw cross punch in boxing|how to throw a cross|how to throw a cross punch|how to throw a cross punch in boxing|boxing cross|how to throw a cross to body|how to throw cross punch properly|the correct way to throw a cross|right cross|right cross punch|how to throw a right cross|how to throw a perfect cross|right hook|long right hook|boxing basics|beginner boxing|boxing for beginners|left hook
jab,front,NjneRrqC0Ps,https://www.youtube.com/watch?v=NjneRrqC0Ps,New JAB Technique for #boxing - “Jeet Sao” also known as the “Intercepting Fist”,BOXR,UCYqDL23xHcqNCf8MMOJhdGQ,2022-03-06T22:32:16Z,PT41S,41,hd,false,1579,48,1,jab technique front view view,
